"","tweet_text","created_at","screen_name","name"
"705"," norvista capital announces grant of stock options nvv stock ","2017-02-02 17:06:32","InstitutionalZC","ZC"
"706","dow rally predicted in jan amp feb k ","2017-02-02 08:19:17","Jedi_Pite_Bre","Stocks_&_Dividends"
"707","somewhere out there is a possum making killer stockmarket predictions but does he get his own day nooo screw you   ","2017-02-02 07:06:18","KnoBrain3r","Internet of My Thing"
"708"," the stock market is overpriced everything is overpriced junk is king 
 jeremy grantham","2017-02-01 07:46:04","michaeljbeshara","Michael J. Beshara"
"709"," stock market slumps as investors sell industrial tech shares  ","2017-01-31 19:03:47","JosephAuger1","Jahgust"
"710"," almost the entire trump bump in the stock market has gone away ","2017-01-31 18:30:03","daveimok","D Vaughan"
"711","stocks options play on mpc nyse ahead of earnings  feb analysis charts amp setup for trading this stock gt‚Ä ","2017-02-01 09:15:20","uk_stocktweets","stocktweets-uk"
"712"," welp donald trump just brexited our stock market","2017-02-02 18:56:59","miss__jassy","Jasmine Ross"
"713"," no money left u were all warned fcuking disgraceful shareholders have been defrauded p‚Ä","2017-02-01 11:32:44","Gravy_Stock","JAS"
"714","options maxpain chart for wynn free stock station app itunes ","2017-02-01 15:59:09","OptionsMaxPain","OptionsPro MaxPain"
"715"," business card magnets the stock market michigan","2017-02-01 07:54:32","fortiogris86","Caroline"
"716"," hey sean did you ever ask cuban why we was wrong on his stock market crash prediction  ","2017-02-01 10:36:37","adjunctprofessr","JoJo"
"717"," russian stock market crash makes for a excellent long term buy ","2017-01-31 09:43:17","GCenelia","Gonzales Cenelia"
"718"," i prefer the fish market to the stock market fresher advice from the guy who knows his product","2017-02-02 12:08:23","FancyFinancy","FancyFinancy"
"719","facebook symantec cavium apple chipmakers earnings after the close  stock news amp stock market analysis tech","2017-02-01 11:11:18","GrouvyT","Grouvy Today"
"720","stockmarket bull  stockmarket crash or stock market crap  ","2017-02-01 13:02:31","draco333999","Draco  Cooper"
"721"," most australian fund managers inc exposure to materials in december reflecting bullish outlook on commodity prices ","2017-01-31 11:31:40","BlueShareForum","BlueShare"
"722","stock market bears smashed jan amp feb  as predicted ","2017-02-01 08:51:53","meyers000111","Johnathan Meyers"
"723"," big stock charts for monday chesapeak energy alibaba  amp intel intc baba chk stocks‚Ä ","2017-01-31 07:43:13","scutify","Scutify"
"724","chinese tycoon xiao jianhua ‚Äòhelping inquiries‚Äô into stock market turmoil and case of former top spy ","2017-02-01 11:11:56","teddyng","Teddy Ng"
"725","gold gains as stock market volatility collapses to year lows  zero hedge ","2017-02-02 18:32:56","boosbazaar","Boosbazaar .Com"
"726"," trillion in cash sitting on the sidelines will provide fuel for explosive stockmarket rally ","2017-01-31 08:28:28","me_the_investor","W_investor"
"727"," dan loeb if donald trump is going to make america great again he needs a strong stock market ","2017-02-02 13:08:30","oscarsolislemus","Oscar Gustavo Solis"
"728","‚êÔè news ‚Ä legendary stock picker bill miller sees the market ok as long as bond yields remain low bill miller a‚Ä‚Ä ","2017-02-02 07:27:31","mascaracity","."
"729"," awesome new patriotic stock design  polyester  or fleece  options x   samph  email hono‚Ä ","2017-01-31 10:36:59","HonorBlankets","Honor Blankets"
"730","you drug dealers should be putting your money into the stock market youre welcome ","2017-02-01 15:57:02","supreme_cocoa","Cocoa Supreme "
"731","be careful what you wish for mr president for more investing tips and stock market ","2017-02-01 16:41:28","isaganimeliton","Stock Market Secrets"
"732"," stockmarket trading is time shifting in the age of passive investing ","2017-02-02 08:55:40","smallbizDetroit","Smallbiz Detroit"
"733","wrong shummer the crying clown ampthe circus is affecting market prior that market time‚ÜÔèbarry did nothing bu‚Ä ","2017-01-31 09:18:14","JohnTrump20","God Endorses Trump"
"734"," just stupid he wouldnt have lost a billion on stock market if he wasnt","2017-02-02 12:08:47","KickinBrass1","Kickin' Brass"
"735"," the stock market in  ","2017-02-01 12:02:48","joaomdpaz","Eu Hoje Quero Paz"
"736"," why is the stock market booming and the american people are at record poverty levels
all that is happening is ceo‚Ä ","2017-02-02 20:08:27","elbertpuma","KarenRegis2"
"737"," remember your stock charts trump any guru or trend
moneycoach investingtip optionstrading","2017-02-02 15:11:13","diggingplatinum","trader whodont trade"
"738"," i trade stock options i like to smoke drink and do the deed why and how shud i register","2017-01-31 09:49:34","manavsaraf","manavsaraf"
"739","stock market bull will go ballistic under trump administration ","2017-02-01 17:38:50","me_the_investor","W_investor"
"740","snapchat unveils new york stock market filing oohinteresting","2017-02-02 17:35:37","campaignswelove","Al Elliott"
"741"," confused by the stock market dont be a primer on stocks money wealth ","2017-02-01 15:09:39","JuanFTrevino","Juan F. Trevino"
"742"," snapchat owner files for listing on us stock market to raise bn making it biggest us flotation in recent years ","2017-02-02 17:33:24","JeffWhite34","Jeff White"
"743","snapchat reveals plans for us stock market listing ","2017-02-02 19:51:48","JRW_Computers","JRW Computers"
"744","investing in the stock market is the best way to retire provided you can determine the trend‚Ä ","2017-02-01 08:09:33","saul42","Tactical Investor"
"745"," snapchat owner files for listing on us stock market to raise bn making it biggest us flotation in recent years ","2017-02-02 17:56:21","SDJewishJournal","SD Jewish Journal"
"746"," free stock market charts nevada","2017-02-01 17:01:30","milfettmal90","Emma Virtsetti"
"747"," messy travel ban rollout ruins stock market surge ","2017-01-31 19:02:27","official_vrolon","Vanessa Rolon"
"748"," the physics of wall street   lecture on how complex science has reshaped the stock market feb  at pm‚Ä ","2017-01-31 13:52:27","smartguitar1","Chris Smart"
"749"," fleck right now is the time to invest  look at it as a stock market  im not here to change tradition im here to change‚Ä","2017-02-01 18:01:41","JayHanson31","Jay Hanson"
"750","economicrecovery is a hoax  fed will allow stockmarket to correct but not crash until masses are euphoric‚Ä ","2017-02-02 11:33:26","meyers000111","Johnathan Meyers"
"751"," how to buy and invest in stocks investing ideas and tips stock market news ","2017-02-01 18:23:20","ramsgresis90","Michelle"
"752"," signs a stockmarket selloff in february may be brewing ","2017-02-01 07:07:14","jpu19","JPU19"
"753","the stock markets favorite trump promise might be a total dud  yahoo finance market news ","2017-02-02 20:42:09","SignalsMe","Signals.me"
"754","why low oil prices hurt the stock market ‚Äì but won t lead to a us recession stock investing ","2017-02-02 06:40:28","lighreaka86","Anna Wilson"
"755","trump brexit effectperfect stock market buying opportunity ","2017-02-01 20:46:23","solomon99999000","Vlad Rothstein"
"756"," the stock market in  ","2017-02-01 18:48:49","elenughh","elena"
"757"," the stock market in  ","2017-02-02 18:22:17","MeghanQ99","Meghan Quinn"
"758","tsco  kiltearn partners llp form   tesco plc ","2017-02-01 10:40:05","mark332300","Mark"
"759","immigration ban ends donald trump‚Äôs stockmarket honeymoon ","2017-01-31 08:01:17","AliredhaWalji","Aliredha Walji"
"760"," investors should start pulling out now from the chaotic uncertain market tesla stock will go back to  to much short pos","2017-02-02 10:36:09","11qawsed","MarketWatch"
"761"," column the stock market hates trump‚Äôs economic policies ","2017-01-31 12:25:46","leoluminary","leoluminary"
"762"," snapchat owner files for listing on us stock market to raise bn making it biggest us flotation in recent years ","2017-02-02 17:34:38","lunamanu202","Luna u.u'"
"763","tsco  legal amp general investment mgmnt ld form   tesco plc ","2017-02-01 09:56:05","mattison76","matt ison"
"764"," why did the stock market drop today invest online honolulu","2017-02-02 08:29:00","cesscusbay89","Kaylee Tyson"
"765","the swiss stock market pared its early gains and finished with a loss ","2017-01-31 15:54:45","FastSwings","Ralph Palmer"
"766","could buy microsoft rival slack technologies  stock news amp stock market analysis  ibd ","2017-02-01 14:12:45","Tech2Resources","Tech2 Resources"
"767","chart of the day stock market capitalization as  of gdp at nd highest level in  years chartoftheday","2017-01-31 14:20:11","DailyDealFeeds","Daily Deals"
"768","are options traders betting on a big move in the procter amp gamble pg stock freebets ","2017-02-02 08:12:23","free_bets_site","Free Bets"
"769","  it takes the stock market to dip for them to do this stupid to even get involved with politics in the first place","2017-02-02 12:22:38","carrunk6","Carol"
"770","good morning sweety ","2017-01-31 06:51:06","mikexmillerx","Underwood Noreen"
"771","good insights by  in this  story  signs a  selloff in february may be in the cards ","2017-01-31 07:54:57","Big_Joe_Clark","Joe Clark, CFP"
"772","education on modern stock market
how does index futures affect the stock market

in fact theoretically ","2017-02-02 09:24:04","DftNepal","DERIVATIVE TRADING"
"773","the stock market is way overbought awqi","2017-02-01 08:27:15","becn38010","becn38010"
"774","outsourcing portfolioriskmanagement wont end well this is the true revolution upending stockmarket investing ","2017-02-01 14:21:32","_tommymayes","Tommy Mayes"
"775"," toronto stock market fayetville","2017-02-02 13:08:01","newstranpo86","Diana"
"776","us  stock market trump rally slows on no tax action fiscal plan ","2017-01-31 06:59:48","TAXMAPUSA","TAXMAPUSA"
"777","businesses will thrive under trump amp wages will rise ‚Äì america will rise again ","2017-01-31 13:37:35","meyers000111","Johnathan Meyers"
"778","eli how did we get to a place in our tax code where stock dividends got reclassified as ‚Ä ","2017-01-31 15:14:31","bonnielovem","BonnieMckloverbabe"
"779","business dan loeb if trump is going to make america great again he needs a strong stock market  yahoo financ‚Ä ","2017-02-02 09:53:22","wWnewsWw","World Wide News"
"780","options maxpain chart for spy free stock station app itunes ","2017-01-31 17:00:40","OptionsMaxPain","OptionsPro MaxPain"
"781","matt ryan the qb nerd gets his revenge learn on how to invest in the stock market by ","2017-02-01 20:06:42","isaganimeliton","Stock Market Secrets"
"782","of course he is ","2017-02-01 20:16:24","gss082","Gaurav Sippy"
"783","‚ñ mild consolidation tipped for south korea shares the south korea stock market has finished lower in two of‚Ä rtt","2017-02-02 18:18:34","FinanzLinksAsia","FinanzLinksASIA"
"784","are options traders betting on a big move in united states steel x stock freebets ","2017-01-31 11:18:32","free_bets_site","Free Bets"
"785","the latest fast swing stock market news thanks to    stock","2017-02-02 19:17:17","FastSwings","Ralph Palmer"
"786"," watch what happens to the stock market every time she sneezes","2017-02-02 18:31:26","RayIrwin085","Ray Irwin"
"787","tsco  barclays plc form  eptnonri  tesco plc ","2017-02-02 07:13:07","mattison76","matt ison"
"788","bbc snapchat files plans for us stock market listing ","2017-02-02 18:16:05","bcsisg","BCS ISG"
"789"," dow k is the stock market really setting new highs mike maloney ","2017-01-31 17:13:33","johannburkard","Johann Burkard"
"790"," we welcome forex traders to join our mampamm system as well as stock market mutual funds real estates investors bes‚Ä","2017-02-01 07:48:00","flowerklngdom","Flower Kingdom"
"791"," over the long term the stock market news will be good w buffett mba aacsb edtech digped bschool globaled ","2017-02-01 09:05:45","lsha_Hefner","TheycallmeIshaHefner"
"792","bbsstockhaven ‚Äï ospreyeye pulm charts  ‚Ä via ‚Üí to best penny stock setups","2017-02-01 16:16:40","PennyStocksMomo","Penny Stocks Momo"
"793","could the debut of the  mortgage lead to another housing bubble ","2017-01-31 17:34:30","saul42","Tactical Investor"
"794"," the stock market has gone up massively since the election dow largest drop since nov  samppnasdaq largest drop since dec","2017-01-30 18:20:57","sgmax","sgmax"
"795","just fell asleep sitting up at a table while my mom was explaining the stock market to me hows your day going","2017-01-31 14:28:40","miacattt","mia"
"796","how to overcome the fear of losing money in the stockmarket follow these  rules ","2017-01-31 13:40:59","whiskey999111","Philip Ragner"
"797"," best  stock market quotes ‚Äì expressive and noteworthy best stock trading software ","2017-02-01 15:08:10","corsigntic88","Leah"
"798","fabulous boom boom baby ","2017-02-01 13:46:14","SilverSwordInc","Silver Sword"
"799"," the stock market in  ","2017-02-01 14:38:54","AshlynneRenay","ash"
"800","you know when goldmansachs says it doesnt like the presidents policy wallstreet and the  listen

","2017-01-31 10:31:32","BeattieTweets","P A T R I C I A "
"801"," stock to watch sydney airport sydax  market point  ","2017-02-01 07:11:33","Cabins_Sydney","Cabins Sydney"
"802","options maxpain chart for x free stock station app itunes ","2017-01-31 17:59:09","OptionsMaxPain","OptionsPro MaxPain"
"803"," or at least the stock market has always seemed to have very little relation to how my bank account is doing so i dont care","2017-01-31 16:06:17","henchman21","Classic McDavid"
"804","bc athletics was rewarded for investing in the  stock market today","2017-01-31 20:03:00","GoGadesGo","Renegade Athletics"
"805"," almost the entire trump bump in the stock market has gone away ","2017-01-31 18:57:01","KevB2143","Kev B"
"806","    you just pull crap out of your ass dont you  do you remember  two costly wars stock market in near","2017-02-02 12:32:47","JimA050","Jim A"
"807"," hey brilliant biz guy  could ya shut up for a couple days before you tank us all ","2017-01-31 19:08:25","scytheanon","Erekos√´"
"808","snapchat reveals plans for us stock market listing ","2017-02-02 20:33:07","dpoecompany","Chip Miceli"
"809","top story snapchat files plans for us stock market listing  bbc news see more ","2017-02-02 19:08:45","commodityrental","Commodity Rentals"
"810","ilus will be reporting the unaudited financials in the next two weeks to the otc markets‚Äù","2017-02-01 11:20:14","StocksHighAlert","STOCK ON HIGH ALERT"
"811","oh look  pigfucker  and meth snorter pervert bannon are making the stock market fall trump scum licker ","2017-01-31 16:12:36","withitinBC","((JustSayin))"
"812","a battle goes on in the stock market and the tape is your telescope  jesse livermore study","2017-02-01 08:58:07","Time_and_Sales","Time and Sales"
"813"," reasons you should be trading stock options  ","2017-01-31 13:53:04","dariusmk7","Darius Khorshidchehr"
"814","  is he taking credit for stock market drop he took credit when it went up","2017-02-01 08:07:46","VeraGorman","Flo. Kiss my grits."
"815","celg at major resistance after trumps meeting stocks stock options option ichimoku ","2017-02-01 13:56:38","ichimokutrading","Ichimoku Trader"
"816","african industrialist pins hope on mps  business post nigeria business news amp stock market reports ","2017-02-02 09:08:36","BusinessPostNG","BusinessPost Nigeria"
"817"," almost the entire trump bump in the stock market has gone away ","2017-02-01 10:28:47","robyslas","Roberto Yslas"
"818","dont listen to the naysayers they know nothing buy the noise sell the crap investing trading ","2017-02-01 08:38:05","trend_auditor","Trend Auditor"
"819","the  is rocking the stock market  better take credit for this  day period ","2017-02-02 18:44:01","BiglyPromises","Bigly Promises"
"820","stock market on track for lower open ","2017-02-02 09:12:37","BriefingcomSMU","Briefing.com"
"821","learn the most commonly used ways to evaluate stocks in the stock market our next webinar‚Ä ","2017-02-01 19:11:01","richdadedu","Rich Dad Education"
"822","crowd psychology states you should buy when the crowd panics ","2017-02-02 14:20:54","yerissa_blondee","Yerissa Melonfield"
"823"," if stock market experts were so exper  they would be buying stock notxselling advice   norman r augustine","2017-01-31 12:21:10","cwilliamsmarga3","Margaret C. Williams"
"824","why didnt quebec regulator charge stock promoter suspected of rigging the market ","2017-02-01 18:52:57","QuebecIssues","QuebecIssues"
"825","looking for a  roi investment look no more invest in preschool education ","2017-02-02 09:21:54","18moonsinc","18moons"
"826","societe generale makes gains on stock market channelsfeeddigestcomnewsid","2017-01-31 15:23:06","NTKRNow","kbc"
"827"," the stock market in  ","2017-02-01 08:57:05","0817lil","lilly."
"828","how to overcome the fear of losing money in the stockmarket follow these  rules ","2017-01-31 17:02:49","saul42","Tactical Investor"
"829"," the stock market in  ","2017-02-02 20:41:47","filipa_yara",""
"830","wwwgamecomcheapest gold on the marketover k in stockdeliver in minsitems and mounts on salesecure and best price","2017-02-01 17:20:16","MMOchatbot","MMO Chat Bot"
"831"," our elected officials just triggered an unstoppable economic crisis ‚Äúa  stock market wipeout and a  real estate collap‚Ä","2017-01-31 15:23:33","Joyjoywit","joywit"
"832","whartons jeremy siegel ‚Äúif there‚Äôs a significant corporate tax cut ‚Ä that could give  to the stock market‚Äù ","2017-02-02 12:55:51","SJKaczmarek","Sylvester Kaczmarek"
"833"," off  free stock market investment consistent dividend passive income course coupon discountsglobal udemy ‚Ä","2017-02-02 06:22:41","GBNdiscounts","DiscountsGlobal.com"
"834"," i might have to institute a sub stock rule regardless of market cap","2017-02-01 17:31:40","bradloncar","Brad Loncar"
"835"," acnv dont be fooled by the mms trying to rattle u k buys only k sells short squeeze u see the k buy‚Ä ","2017-02-01 14:37:35","aaaamhim","Obi"
"836"," sdvi investment of  today into company from kenneth hurley to pay otc markets for posting financials and compan‚Ä","2017-02-02 17:12:53","pwoodardjamie","Jamie P. Woodard"
"837","the us stock market is down again today from  to pts again in response to trumps antimuslim ban that ","2017-01-31 12:29:59","GBNeal59","Neal Schulz"
"838"," altrincham timperley huge demand from buyers amp a shortfall of stock so take advantage of a buoyant housing market‚Ä ","2017-02-02 16:53:40","Turner_SM","Sam Turner"
"839","gold gains as stock market volatility collapses to year lows ","2017-02-02 16:21:08","UniGalactic","The Face of HFTs"
"840"," the stock market estimates for every  trump gives to companies in taxes  is being destroyed by other actions ","2017-02-01 20:18:47","Iceman_0693","D. M. W."
"841","stock market edges lower as political jitters weigh ","2017-02-02 11:24:56","akaXochi","aka Xochi"
"842"," ps i play reaper in overwatch and talk like solid snake when im on the phone i could hack the stock market if i needed t‚Ä","2017-02-01 12:43:40","fishfishing","Duncan R. Thomas"
"843"," trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 11:02:21","PAsuburbanmom","PAsuburbanmom"
"844","trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 09:58:39","JamyWithTrump","Jamy With Trump"
"845","stock market warnings from bonds and the dollar  barrons market news ","2017-02-01 18:11:07","SignalsMe","Signals.me"
"846"," donald trump amp his regime in  days have managed to get servicemen injured amp killed tank the stock market amp piss o‚Ä ","2017-01-31 07:47:30","9a1e6c8a99984e2","@towman883"
"847"," the stock market in  ","2017-01-31 16:27:31","HeavenlyCIoset","Dream Closet ‚öìÔ∏è"
"848","soccer stock photos soccer stock photos peng swansea ross index options soccer stock photos markets pvt beaded‚Ä ","2017-02-02 20:36:09","FrangoCl","Dise√±o Web, SEO y +"
"849"," play stock ticker ‚Äì the classic stock market board game ‚Äì how to play what stock price ","2017-02-01 10:41:01","statuntrat88","Brianna Williams"
"850","a tip for investors from bogle amp buffett ‚Äî dont keep watching the stock market  ","2017-02-01 12:30:50","RobinJPowell","Robin Powell"
"851"," remember how skittish the stock market was to every little news item in  the current market will start to react soon","2017-02-02 10:55:45","heneghanp","Padraic Heneghan"
"852","tsco  franklin resources inc form   tesco plc ","2017-01-31 10:17:05","mattison76","matt ison"
"853"," we welcome forex traders to join our mampamm system as well as stock market mutual funds real estates investors bes‚Ä","2017-02-01 07:59:23","mlkekyzar","Michael kyzar"
"854"," fix the fucking stock market you assholes","2017-01-31 14:35:54","_natvv","Nat"
"855","snapchat files plans for us stock market listing ","2017-02-02 17:48:14","yltsfjgryy4","Lilavati Boyland"
"856","apple inc bulls beware these charts aapl 
","2017-02-02 10:31:06","DTSR01","DT Street Report"
"857","superman stock trader can show you real momentum in the stock market ohgi enzn ebio plnr","2017-02-01 20:03:12","Trading2Stock","TradingTheStocks"
"858","mo options volume chart in animation free stock station app itunes ","2017-02-01 12:30:22","OptionsProVol","OptionsPro Volume"
"859"," stockmarket crashes nothing but code word to load up like there is no tomorrow ","2017-02-02 09:30:11","PatKell63655699","Highballer"
"860"," the stock market hates trump‚Äôs economic policies a column by  ","2017-01-31 10:51:46","YaAbalFazl","The Human Voice"
"861","crowd psychology states you should buy when the crowd panics ","2017-01-31 09:12:39","me_the_investor","W_investor"
"862","tracking stock market trends with ‚Ä   ","2017-02-01 14:01:06","Makayla19Lewis","Makayla Lewis"
"863"," look at stock market since november th","2017-01-31 14:00:23","garybob52","Gary Elam"
"864"," the stock market in  ","2017-02-01 11:15:34","StrangeWorId","After effects"
"865","investors worried about a stock market crash   don‚Äôt worry be happy ","2017-02-02 12:41:01","draco333999","Draco  Cooper"
"866"," stock picks  apple inc bulls beware these charts aapl ","2017-02-02 08:51:58","basebal92523186","baseball4"
"867"," weve had a democrat in office  of last  years world stock market and everything going wrong no coincide‚Ä","2017-02-02 09:08:43","victorioustocks","Victorious Secret IH"
"868","february stock market seasonality stats amp more by sean emory forex trading ÒÑÒÄÒÅ ÒÇÒÄ ÒÄ","2017-02-01 15:41:39","Stock_Commodity","Stocks & Commodities"
"869","i am looking for someone who can sell the product related to stock market for my company budget ‚Ç  ‚Ç i‚Ä ","2017-01-31 08:51:46","freelance_jobs","Freelance Jobs"
"870"," almost the entire trump bump in the stock market has gone away ","2017-01-31 18:27:29","heptadepluck","202-224-3121Congress"
"871","column the stock market hates trumps economic policies  pbs newshour ","2017-01-31 15:12:11","Economy24x7","Economy"
"872","  how u will deal with opposition parties opposing budget even after praised by many economists and stock market","2017-02-01 09:20:09","sarthakbhardwa3","sarthak bhardwaj"
"873"," how high did the stock market get today high enough to eat a box of taco shells but not quite high enough to watch sp‚Ä","2017-02-01 12:10:41","thestockologist","kaptainkrankypants"
"874","clintonlinked ‚Äòlaureate education‚Äô tanks in first day on stock market ","2017-02-02 09:15:54","Trump_Reports","Trump_Report"
"875","weekly table of commodity prices and economic indicators most relevant to canadian exporters ","2017-02-01 11:16:47","OnExporte","OnExporte"
"876","crowd psychology holds the secrets to winning in the stock market understand it and profit ","2017-01-31 07:02:16","whiskey999111","Philip Ragner"
"877","dan loeb if trump is going to make america great again he needs a strong stock market ","2017-02-02 08:33:52","phil_carlson","Phil Carlson"
"878","all stockmarket corrections should be embraced  market not ready to crash  ","2017-01-31 08:40:42","yerissa_blondee","Yerissa Melonfield"
"879","this bank stock has paid dividends for  years  heres why you should own it this‚Ä ","2017-01-31 08:42:14","cgnetwork","FRANCIS K S LIM"
"880","overreaction of the market ","2017-02-02 16:41:47","Hamehrah","Hamehrah"
"881"," congrats on the stock market ","2017-01-30 18:21:52","pat4az","Pat Flickner"
"882"," hey the stock market is down  since the ban announcement can you tweet about it pls ","2017-01-31 16:15:16","MsNashville","Ms Nashville"
"883"," top  penny stock brokers for  options trading system ","2017-02-02 18:25:22","qahtioment86","Amelia"
"884","messy travel ban rollout ruins stock market surge ","2017-01-31 18:54:17","W_I_gov","Wiki Insider gov"
"885"," i cant wait to have disposable income so i can play the stock market and lose everything","2017-01-31 10:13:19","dlkabetaditya","dika betaditya"
"886","gtaonline orghow to use the stock market in gta  without lester ","2017-02-01 20:17:06","LadyGamers","Lady Gamers"
"887"," contango futures index forex trade stock volatility etf vix xiv uvxy vxx‚Ä ","2017-02-02 19:04:07","MalcolmRoebuck","Malcolm Roebuck"
"888","its an important commodity mybudgetwishlist    the steel prices must  drop down now","2017-01-31 07:35:41","itsmemujahid92","Mujahid Ali"
"889"," financial expert secrets of the stock market that wall street doesn‚Äôt want you to know 
related‚Ä ","2017-01-31 19:34:20","LagrowJamie","Jem Brooke"
"890","apple just destroyed more than  billion in stock market value in under an hour applestock aapl aapl aapl ","2017-02-01 08:34:22","anissira","Anis"
"891","amzn  amazons profit jumps but sales growth disappointsupdate ","2017-02-02 16:52:07","Wicked_Trader","Wicked Trader"
"892"," im looking to invest some extra money any advice on playing the stock market","2017-01-31 09:53:18","stocknetwork","stocknetwork"
"893"," almost the entire trump bump in the stock market has gone away ","2017-01-31 18:34:18","TheEvilGenius3","Mon the EU"
"894","  hey look     the stock market hates you too  youre just in negatives s everywhere","2017-01-31 19:30:50","bobbyhiggins","bob higgins"
"895"," boom companies that openly criticized trump for making america safe again take stock market hit ‚‚Ä ","2017-02-01 13:43:07","hopalong85","Chris Welch"
"896"," businesses will thrive under trump amp wages will rise ‚Äì america will rise again ","2017-02-01 12:43:30","Luke4Tech","Luke‚ù§beingDeplorable"
"897","  the americans are buying their coffee think starbucksit will cost you at the stock market","2017-01-31 14:27:44","ColodyAlice","Alice Colody Travel"
"898"," market bottoms usually occur when airwaves are full of negative news ","2017-02-01 10:28:56","jovanclordim","Jovan Lordim"
"899"," the stock market is a corrupt ponzi scheme and i refuse to have any part of it for this i have been severely punished","2017-02-02 12:18:39","mutex7","David Gondek"
"900","stop listening to the irrational fools that state stockmarket is going to crash crash is not in the works ","2017-01-31 09:47:49","meyers000111","Johnathan Meyers"
"901","hlma  halma plc total voting rights ","2017-02-01 07:08:03","mcmurray_ian","Ian Mcmurray"
"902","breakingviews trump‚Äôs stockmarket rally has no clothes ","2017-01-31 09:31:12","Fernand14926122","Fernando Christian"
"903"," new beer  more lovely kernel for you tooting  check out that ml raspberry sour","2017-02-02 09:21:55","TootingPRSS","Tooting Daily PRSS"
"904","trump the new vix factor for the markets buy the fear and sell the noise ","2017-02-01 09:02:40","whiskey999111","Philip Ragner"
"905"," snapchat owner files for listing on us stock market to raise bn making it biggest us flotation in recent years ","2017-02-02 17:39:45","shahikeshar","Keshar Shahi"
"906","does anyone have experience with commodities i want to start investing in them dont really want to approach the stock market until later","2017-01-31 15:36:26","Psycho_FL","Shawn Williams"
"907","strategies on how to make money in the stock market  ","2017-02-01 09:00:04","101StockMarket","StockMarketTips"
"908"," are you watching   ","2017-01-31 08:21:08","AtldbirdzBock","Sherry B ‚ù§Ô∏è‚ö´Ô∏è‚ô•Ô∏è‚ö´Ô∏è"
"909","tech news  snapchat reveals plans for us stock market listing ","2017-02-02 20:30:55","AZILINONS","#LucaSalomon"
"910","snapchat files plans for us stock market listing business marketing","2017-02-02 17:36:17","BroadenMyView","Idea Cafes In Action"
"911","a booming stock market should not be a ceo‚Äôs best friend  ","2017-02-02 15:41:14","josephjett","Joseph Jett"
"912","minco silver corp misvf otcqx international  otc markets group welcomes minco gold to otcqx    ","2017-01-31 07:31:10","highrisingstock","High Rising Stocks"
"913","  i usually dont get political on twitter but thats not how the stock market works jobs arent lost when stocks dip","2017-01-31 15:57:19","Theturbotommy","Thomas Liffick"
"914","options maxpain chart for sbux free stock station app itunes ","2017-01-31 17:59:19","OptionsMaxPain","OptionsPro MaxPain"
"915","stock market update industrials lead retreat equity indices have ticked up in recent action with the‚Ä briefingcom","2017-01-31 15:07:08","FinanzLinksCom","FinanzLinksUSA"
"916","logmein inc logm makes  of return in  year
logm computers algotrading
","2017-01-31 09:00:33","i_Know_First","I Know First"
"917","stock market update crude breaks session downtrend following headlines opec has achieved  mln‚Ä briefingcom","2017-01-31 10:48:48","FinanzLinksCom","FinanzLinksUSA"
"918","stock market update caseshiller home price index just released ","2017-01-31 09:03:50","Rich_Learn","Richard R Learn"
"919","the latest the stock market daily thanks to  stocks","2017-02-02 08:28:57","dripsandgrind","Drips and Grind"
"920","allsportsmarket worlds first stock market for sports buy and sell shares of your favorite teams  earn dividends‚Ä ","2017-02-01 18:59:53","fansofasm","Chad Deihl"
"921","the stock market is way overbought fck","2017-01-31 14:24:20","walk35503","walk35503"
"922"," thanks to   for supporting financial literacy via the ms stock market game  see who won the fall  compet‚Ä ","2017-01-31 15:55:08","mape_ms","MAPE"
"923"," no correlation that i know of there sort of like the stock marketpast performance doesnt indicate future","2017-02-01 08:50:53","SteveTempleton","Steve Templeton KMOV"
"924","panic is the secret word for buying opportunity in the stock market ","2017-02-01 10:37:25","meyers000111","Johnathan Meyers"
"925","three charts illustrating hated stock market bull still has legs ","2017-01-31 14:14:47","me_the_investor","W_investor"
"926"," a jumpy trigger finger in the stock market is a sure way to lose money  do the dd only garbage goes straight up  good cos‚Ä","2017-02-01 17:48:14","solidpennystock","Phil R"
"927"," people homeless on one side and people betting millions that our stock market will drop on the other side","2017-02-02 15:41:26","goofmaloof","Sam Norcross"
"928","heres why the stockmarket rallied after trump won the election ","2017-02-02 15:15:44","draco333999","Draco  Cooper"
"929","panic is the secret word for buying opportunity in the stock market ","2017-02-01 09:38:18","saul42","Tactical Investor"
"930","investors worried about a stock market crash   don‚Äôt worry be happy ","2017-02-02 10:30:43","Jedi_Pite_Bre","Stocks_&_Dividends"
"931","the stock market is way overbought fck","2017-01-31 14:24:24","staf34691","staf34691"
"932","gettin in to this stock market stuff is making me look forward to monday stockmarket investing","2017-02-01 10:52:37","_chris2135","Chris Romero‚ö°Ô∏è"
"933"," hey the stock market is down  since the ban announcement can you tweet about it pls ","2017-01-31 15:13:29","KaChadlib","Chadlib"
"934","us stock index futures lower as fed hides cards by  ","2017-02-02 18:41:37","BiedexTrading","Biedex"
"935","slw stock facing resistance from  day sma ","2017-02-01 09:06:25","amigobulls","Amigobulls"
"936","the stock market is way overbought xuxj","2017-01-31 08:19:41","vick35298","vick35298"
