"","tweet_text","create_at","names","screen_name","Gender"
"583","the stock markets favorite trump promise might be a dud ","2017-02-02 16:22:10","BERKLEYBEARNEWS","BERKLEY BEAR",2
"584","shit water and terrorist supporters ","2017-02-02 09:28:11","DAVBRI76","DB76",NA
"585"," the stock market in  ","2017-02-02 19:56:18","ERICA_MARIE123","ERICA CHARLTON",1
"586","snapchat reveals plans for us stock market listing the owner of messaging app snapchat files plans to‚Ä‚Ä ","2017-02-02 19:57:35","MRKZAI","MR KHAN",NA
"587","nbn scandal rocks nigerian stock market ","2017-02-02 11:36:15","NEWMAILNG","NEW-MAIL NG",2
"588"," stock market ‚Äì invest in shares charting software ","2017-01-31 18:13:06","FIOBLOOMIN89","VANESSA",1
"589"," trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 11:45:57","CMIRIANROJAS","CARMEN ROJAS",2
"590","who wants a tip  sell the stock market as a whole yes any major stock you short or sell willshould make you ","2017-02-01 07:57:07","GRAHAMMATT","MATT",2
"591","pcg advisory group founder and ceo jeff ramson presents at otc markets socialmediatips socialmedia kayolhope ","2017-02-01 12:58:59","KAYOLHOPE","KAYOL HOPE",NA
"592","avon  avon rubber plc result of agm ","2017-02-02 12:14:03","TWENTY5THDAY","SHANE DAY",2
"593","trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 10:20:19","BREAKINGNEWS24U","BREAKING NEWS TRUMP",NA
"594"," boom companies that openly criticized trump for making america safe again take stock market hit ‚‚Ä ","2017-02-01 11:14:36","MYBLUENM","GAB.AI/MYBLUENM ",NA
"595"," trump‚Äôs honeymoon with the stock market will soon be over ","2017-02-02 10:43:32","MACMANHOTEP","MACMANHOTEP",NA
"596","breakingviews trump‚Äôs stockmarket rally has no‚†clothes ","2017-01-31 15:30:38","DLYGLOBALNEWS","DAILY GLOBAL NEWS",NA
"597","korea stock market monthly recap   january  southkorea

","2017-01-31 09:30:15","SMARTKARMA","SMARTKARMA",NA
"598","no you dumbasses you a didnt read the article b the entire market was down 

i hate people ","2017-01-31 16:51:59","APPFLYER","YOENIS CESPEDES",NA
"599","brexit stock market sell off nothing but a buying opportunity in disguise ","2017-02-02 14:40:48","MEYERS000111","JOHNATHAN MEYERS",2
"600","different perspective on markets

dow k is the stock market really setting new highs mike maloney ","2017-01-31 09:08:25","GUYRUGGIERI","GUY RUGGIERI",NA
"601","investment news implied volatility surging for weatherford international wft stock options ‚Ä ","2017-01-31 09:18:32","COMPUCCINONL","COMPUCCINONL",NA
"602","forget stock market bear instead focus on common sense bear  ","2017-02-01 17:32:06","JEDI_PITE_BRE","STOCKS_&_DIVIDENDS",NA
"603","to win in the stock market you need to be your own expertdon‚Äôt listen to the morons who pretend to be experts  ","2017-02-02 20:27:18","MEYERS000111","JOHNATHAN MEYERS",2
"604"," united states stock market milwaukee","2017-01-31 18:36:40","THREADNIGA92","ELIZABETH CLAIRE",2
"605"," i prefer the fish market to the stock market fresher advice from the guy who knows his product","2017-01-31 12:05:47","FANCYFINANCY","FANCYFINANCY",NA
"606"," the stock market hates trump‚Äôs economic policies a column by  ","2017-01-31 10:49:39","PATABERNATHEY","PAT ABERNATHEY",NA
"607","trump brexit effectperfect stock market buying opportunity ","2017-02-01 08:56:04","WHISKEY999111","PHILIP RAGNER",2
"608"," me were all going to die
trump supporter maybe but the stock market is higher than ever
me ","2017-02-02 10:19:42","JPIP81","JUSTIN",2
"609","how the stock market decides warren buffetts mcdonalds breakfast every day ","2017-02-01 12:16:54","NGNEWSBOARD","NIGERIA NEWS BOARD",NA
"610","trump‚Äôs honeymoon with the stock market will soon be over  nouriel roubini ","2017-02-02 10:13:07","ANCHORENGLISH","ANCHOR NEWSREADER",NA
"611"," if i have noticed anything over  yrs its that people do not succeed in forecasting whats going to happen to the stock m‚Ä","2017-02-02 06:31:58","JESSICA424ZHANG","JESSICA ZHANG¬åé",2
"612","transatlantic gnostic progressives have every incentive to crash the stock market and spike commodities  not sure about govt bonds","2017-01-31 12:41:49","MEASUREDMOVE","NICHOLAS",2
"613","chinese tycoon ‚Äòhelping inquiries‚Äô into  stock market turmoil and case of former top spy ","2017-02-01 11:14:36","SCMP_NEWS","SCMP NEWS",NA
"614"," spx one chart you need to know gt stock market capitalization as  of gdp at nd highest level in  years‚Ä ","2017-02-01 17:52:01","MACROPRU2","MACROPRU2",NA
"615","how major us stock market indexes fared on thursday ","2017-02-02 17:45:39","SINCLAIRASLTD","SAS LTD",NA
"616","looks like trump is hiring wall street insiders to expose obamas fake manipulated bullshit stock market  tcot ","2017-02-02 09:00:42","TRUMP__CARE","TRUMP CARE",NA
"617","snapchat reveals plans for us stock market listing ","2017-02-02 19:57:33","JULIEHAMPHREY","DWAYNE BARTLOMIEJ",2
"618","clintonlinked firm plummets first day on stock market ","2017-02-02 19:55:10","NEWSPAPERSUSA","TRUMP NEWSPAPER 24H!",NA
"619","i liked a  video alert today the stock market fired a warning shot this is whats next by gregory","2017-02-01 17:59:38","PLAY_STOCK","HOW TO PLAY STOCK",NA
"620"," tis the season for a weak stock market ","2017-01-31 09:47:12","NOMUKIK","KIKUMON",NA
"621"," agree but the stock market is and always has been a game where insiders have an edge never been a completely fair market","2017-01-31 14:19:16","GOLIATHDAVE","DAVID GOLIATH",2
"622"," normie refugees flood the meme stock market colorised ca january  ","2017-02-01 12:05:21","STOCKMOMMA","NANCY",2
"623"," hallo tweepsrwot lets join this tweetchat lets engage well done   ","2017-01-31 15:55:50","THESERVICEMAG","THE SERVICEMAG",NA
"624"," heres how to protect yourself in the stock market this is vital info for every trader fb twtr","2017-01-31 13:20:24","KAASKROKETJE13","A_B_6",NA
"625","brexit stock market sell off nothing but a buying opportunity in disguise ","2017-02-01 14:00:45","ME_THE_INVESTOR","W_INVESTOR",NA
"626","in more then  muslim countries alcohol is forbiddennot a wise decision  change the us market for the middle east ","2017-01-31 19:49:04","BASBOON007","BASBOON",NA
"627","the stock market estimates for every  trump gives to companies in taxes  is being destroyed by other actions ","2017-02-01 16:54:32","RANDYPRINE","RANDY PRINE",2
"628","americans favor coffee to stockmarket investing  stunning and stupid ","2017-02-02 15:01:51","YERISSA_BLONDEE","YERISSA MELONFIELD",NA
"629"," needs to lighten up on the trump administration stock market wouldnt be where is now if it wasnt for president trump","2017-02-02 15:24:55","ZORDFORT","FUZZ BUTTON",NA
"630","stock market dropping other nations angry citizens protestinggop has given steve bannon what he wants","2017-01-31 16:58:33","ABINTRA","ABINTRA",NA
"631","us  stock market trump rally slows on no tax action fiscal plan ","2017-01-31 06:59:48","TAXMAP","TAXMAP",NA
"632","the bulls the bears and the farm
ericstatzer stockmarket bullmarket investing‚Ä ","2017-02-01 18:41:13","STATZERCONSULT","STATZER CONSULTING",NA
"633"," lesson of the day never catch a falling knife stock market investment sucks right now","2017-02-01 14:51:40","CPRICEFRANKIEC","FRANKIE C. PRICE",2
"634","snapchat reveals plans for us stock market listing technews bbc","2017-02-02 19:51:42","TECHNEWSHQ_","TECH NEWS HQ",NA
"635","what happened in the stock market today spy ua uaa gdx nugt ups ","2017-01-31 17:25:33","WHOTRADES","WHOTRADES",NA
"636","along with ups and down of stock market dragging constantly by current a flow of particles of protonsh and electron e interchangeably","2017-02-02 09:00:15","MEIGADONORTE4U","LIZ",1
"637","la usual blueprinting as regards getting subscribers from yours newsiness is over against stock market ads‚Ä ","2017-01-31 16:01:04","CROFTOONBECKER","CROFTOONBECKER",NA
"638","saudi arabia tadawul all share decreases  today healthinnovations pharma banking stocks brexit","2017-01-31 16:53:04","SHELLEYPETERSEN","MICHELLE PETERSEN",2
"639","we wage war on illness and social problems a killing is made in the stock market the cross becomes a triumph and god a mighty fortress","2017-02-01 16:50:56","_TWITTENBERG_","MOONCHILD",NA
"640"," glendale stock market listings ","2017-02-01 14:07:16","CIAKNOWMUF89","DANIELLE",2
"641","thezerohedge ‚Äï gold gains as stock market volatility collapses to year lows ","2017-02-02 16:09:16","FOREXBTC","FOREXBTC",NA
"642"," mojo day trade show  high frequency profit trading  watch here  ","2017-02-02 20:18:52","ARTIKEWORLD","ALGERIE CULTURE",2
"643","why are americans so scared of investing in the stockmarkets maybe because its one big scam ","2017-02-01 19:37:31","MEYERS000111","JOHNATHAN MEYERS",2
